A049n_PN1e_00004-2	reltype=after	['徹し', '一気']	攻めに徹して一気	['3', '5']
A049n_PN1e_00004-40	reltype=after	['満たし', '人', 'うち', '落ち', 'し']	体格基準（１７３センチ、７５キロ以上）を満たした五十四人のうち、内臓検査で二人が落ちたが、新たに実施された体力検査を通過した体の小さな入門希望者（１６７センチ、６７キロ以上）は十三人全員が内臓検査をパスした。	['15', '19', '21', '28', '42']
A049n_PN1e_00004-40	reltype=after	['落ち', 'し']	体格基準（１７３センチ、７５キロ以上）を満たした五十四人のうち、内臓検査で二人が落ちたが、新たに実施された体力検査を通過した体の小さな入門希望者（１６７センチ、６７キロ以上）は十三人全員が内臓検査をパスした。	['28', '42']
A049n_PN1e_00004-40	reltype=after	['実施', 'さ', '検査', 'し', '以上', 'し']	体格基準（１７３センチ、７５キロ以上）を満たした五十四人のうち、内臓検査で二人が落ちたが、新たに実施された体力検査を通過した体の小さな入門希望者（１６７センチ、６７キロ以上）は十三人全員が内臓検査をパスした。	['12', '24', '34', '35', '39', '42']
A049n_PN1e_00004-40	reltype=after	['通過', 'し', '以上', 'し']	体格基準（１７３センチ、７５キロ以上）を満たした五十四人のうち、内臓検査で二人が落ちたが、新たに実施された体力検査を通過した体の小さな入門希望者（１６７センチ、６７キロ以上）は十三人全員が内臓検査をパスした。	['12', '41', '42', '59']
A049n_PN1e_00004-40	reltype=after	['パス', 'し']	体格基準（１７３センチ、７５キロ以上）を満たした五十四人のうち、内臓検査で二人が落ちたが、新たに実施された体力検査を通過した体の小さな入門希望者（１６７センチ、６７キロ以上）は十三人全員が内臓検査をパスした。	['42', '70']
A049n_PN1e_00004-50	reltype=after	['対戦', 'し', 'し', '伸ばし']	[JSP]サッカーのイタリア一部リーグ（セリエＡ）で首位のローマは十一日、当地でブレシャと対戦し３―１（前半１―１）で快勝して、連勝を７に伸ばした。	['25', '26', '38', '45']
A049n_PN1e_00004-50	reltype=after	['快勝', 'し', '伸ばし']	[JSP]サッカーのイタリア一部リーグ（セリエＡ）で首位のローマは十一日、当地でブレシャと対戦し３―１（前半１―１）で快勝して、連勝を７に伸ばした。	['26', '37', '38']
A049n_PN1e_00004-50	reltype=after	['伸ばし']	[JSP]サッカーのイタリア一部リーグ（セリエＡ）で首位のローマは十一日、当地でブレシャと対戦し３―１（前半１―１）で快勝して、連勝を７に伸ばした。	['45']
A049n_PN1e_00004-51	reltype=after	['リード', 'し', '後', '分', 'し', 'し']	中田はローマが２―１とリードした後の後半３６分から途中交代で登場し、リーグ戦に４試合ぶりに出場した。	['9', '10', '12', '17', '23', '33']
A049n_PN1e_00004-51	reltype=after	['登場', 'し', 'し']	中田はローマが２―１とリードした後の後半３６分から途中交代で登場し、リーグ戦に４試合ぶりに出場した。	['10', '22', '23']
A049n_PN1e_00004-51	reltype=after	['出場', 'し']	中田はローマが２―１とリードした後の後半３６分から途中交代で登場し、リーグ戦に４試合ぶりに出場した。	['10', '23']
A049n_PN1e_00004-54	reltype=after	['対戦', 'し', '引き分け']	[JSP]サッカーのスペイン一部リーグで十一日、ＦＷ西沢明訓の所属するエスパニョールは当地でオビエドと対戦し、２―２で引き分けた。	['25', '26', '32']
A049n_PN1e_00004-54	reltype=after	['引き分け']	[JSP]サッカーのスペイン一部リーグで十一日、ＦＷ西沢明訓の所属するエスパニョールは当地でオビエドと対戦し、２―２で引き分けた。	['32']
A049n_PN1e_00004-55	reltype=after	['外れ', '西沢', 'し', '終わっ']	[JSP]３試合ぶりに先発メンバーから外れた西沢は２―２の後半３４分から出場したが、ほとんど見せ場がないままに終わった。	['9', '11', '23', '33']
A049n_PN1e_00004-55	reltype=after	['出場', 'し', '終わっ']	[JSP]３試合ぶりに先発メンバーから外れた西沢は２―２の後半３４分から出場したが、ほとんど見せ場がないままに終わった。	['22', '23', '33']
A049n_PN1e_00004-55	reltype=after	['ない', 'まま', '終わっ']	[JSP]３試合ぶりに先発メンバーから外れた西沢は２―２の後半３４分から出場したが、ほとんど見せ場がないままに終わった。	['30', '31', '33']
A049n_PN1e_00004-55	reltype=after	['終わっ']	[JSP]３試合ぶりに先発メンバーから外れた西沢は２―２の後半３４分から出場したが、ほとんど見せ場がないままに終わった。	['33']
A049n_PN1e_00004-59	reltype=after	['行い', 'し']	[JSP]男子ゴルフのフロリダクラシックは十日、フロリダ州ゲーンズビルＣＣ（パー７１）で第３ラウンドを行い、今田竜二は通算１０アンダー、２０３で、首位に１打差の２位に上昇した。	['25', '50']
A049n_PN1e_00004-59	reltype=after	['上昇', 'し']	[JSP]男子ゴルフのフロリダクラシックは十日、フロリダ州ゲーンズビルＣＣ（パー７１）で第３ラウンドを行い、今田竜二は通算１０アンダー、２０３で、首位に１打差の２位に上昇した。	['49', '50']
A049n_PN1e_00004-64	reltype=after	['行い', '位']	[JSP]米女子プロゴルフツアーのウェルチ・サークルＫ選手権は十一日、アリゾナ州ツーソンのランドルフ公園北コース（パー７２）で最終ラウンドを行い、福嶋晃子は通算８アンダー、２８０の２７位。	['36', '51']

